formula,region,site,transect,horizon
C28H32O11,WLE,OWC,transition,A
C28H32O11,WLE,OWC,wte,A
C28H32O11,WLE,OWC,wc,A
C28H32O11,WLE,OWC,upland,B
C29H36O10,WLE,OWC,upland,A
C29H36O10,WLE,OWC,transition,A
C29H36O10,WLE,OWC,wte,A
C29H36O10,WLE,OWC,wc,A
C30H40O9,WLE,OWC,wte,A
C30H40O9,WLE,OWC,wc,A
C23H15O15N1,WLE,OWC,upland,A
C23H15O15N1,WLE,OWC,transition,A
C23H15O15N1,WLE,OWC,wte,A
C24H19O14N1,WLE,OWC,upland,A
C24H19O14N1,WLE,OWC,transition,A
C24H19O14N1,WLE,OWC,wte,A
C24H19O14N1,WLE,OWC,wc,A
C25H23O13N1,WLE,OWC,upland,A
C25H23O13N1,WLE,OWC,transition,A
C25H23O13N1,WLE,OWC,wte,A
C25H23O13N1,WLE,OWC,wc,A
C26H27O12N1,WLE,OWC,wte,A
C23H14O16,WLE,OWC,upland,A
C23H14O16,WLE,OWC,transition,A
C23H14O16,WLE,OWC,wte,A
C20H18O18,WLE,OWC,upland,A
C24H18O15,WLE,OWC,upland,A
C24H18O15,WLE,OWC,transition,A
C24H18O15,WLE,OWC,wte,A
C24H18O15,WLE,OWC,wc,A
C24H18O15,WLE,OWC,upland,B
C24H18O15,WLE,OWC,transition,B
C23H18O14N2,WLE,OWC,transition,A
C23H18O14N2,WLE,OWC,wte,A
C21H22O17,WLE,OWC,upland,A
C21H22O17,WLE,OWC,transition,A
C21H22O17,WLE,OWC,wte,A
C21H22O17,WLE,OWC,upland,B
C21H22O17,WLE,OWC,transition,B
C25H22O14,WLE,OWC,upland,A
C25H22O14,WLE,OWC,transition,A
C25H22O14,WLE,OWC,wte,A
C25H22O14,WLE,OWC,wc,A
C25H22O14,WLE,OWC,upland,B
C25H22O14,WLE,OWC,transition,B
C24H22O13N2,WLE,OWC,transition,A
C24H22O13N2,WLE,OWC,wte,A
C25H28O6N2S1P2,WLE,OWC,upland,A
C22H26O16,WLE,OWC,upland,A
C22H26O16,WLE,OWC,transition,A
C22H26O16,WLE,OWC,wte,A
C22H26O16,WLE,OWC,upland,B
C26H26O13,WLE,OWC,upland,A
C26H26O13,WLE,OWC,transition,A
C26H26O13,WLE,OWC,wte,A
C26H26O13,WLE,OWC,wc,A
C26H26O13,WLE,OWC,upland,B
C26H26O13,WLE,OWC,transition,B
C23H31O13P1,WLE,OWC,upland,A
C23H31O13P1,WLE,OWC,transition,A
C23H31O13P1,WLE,OWC,wte,A
C23H31O13P1,WLE,OWC,wc,A
C23H31O13P1,WLE,OWC,upland,B
C23H31O13P1,WLE,OWC,transition,B
C23H30O15,WLE,OWC,upland,A
C23H30O15,WLE,OWC,transition,A
C23H30O15,WLE,OWC,wte,A
C23H30O15,WLE,OWC,upland,B
C23H30O15,WLE,OWC,transition,B
C34H26O7,WLE,OWC,wc,A
C27H30O12,WLE,OWC,upland,A
C27H30O12,WLE,OWC,transition,A
C27H30O12,WLE,OWC,wte,A
C27H30O12,WLE,OWC,wc,A
C27H30O12,WLE,OWC,upland,B
C27H30O12,WLE,OWC,transition,B
C29H38O10,WLE,OWC,upland,A
C29H38O10,WLE,OWC,transition,A
C29H38O10,WLE,OWC,wte,A
C29H38O10,WLE,OWC,wc,A
C30H42O9,WLE,OWC,transition,A
C30H42O9,WLE,OWC,wte,A
C30H42O9,WLE,OWC,wc,A
C23H17O15N1,WLE,OWC,upland,A
C23H17O15N1,WLE,OWC,transition,A
C23H17O15N1,WLE,OWC,wte,A
C24H21O14N1,WLE,OWC,upland,A
C24H21O14N1,WLE,OWC,transition,A
C24H21O14N1,WLE,OWC,wte,A
C24H21O14N1,WLE,OWC,wc,A
C24H21O14N1,WLE,OWC,transition,B
C25H25O13N1,WLE,OWC,upland,A
C25H25O13N1,WLE,OWC,transition,A
C25H25O13N1,WLE,OWC,wte,A
C25H25O13N1,WLE,OWC,wc,A
C26H29O12N1,WLE,OWC,wte,A
C26H29O12N1,WLE,OWC,wc,A
C22H12O17,WLE,OWC,upland,A
C23H16O16,WLE,OWC,upland,A
C23H16O16,WLE,OWC,transition,A
C23H16O16,WLE,OWC,wte,A
C23H16O16,WLE,OWC,wc,A
C23H16O16,WLE,OWC,upland,B
C23H16O16,WLE,OWC,transition,B
C27H16O13,WLE,OWC,wte,A
C20H20O18,WLE,OWC,upland,A
C24H20O15,WLE,OWC,upland,A
C24H20O15,WLE,OWC,transition,A
C24H20O15,WLE,OWC,wte,A
C24H20O15,WLE,OWC,wc,A
C24H20O15,WLE,OWC,upland,B
C24H20O15,WLE,OWC,transition,B
C23H20O14N2,WLE,OWC,transition,A
C23H20O14N2,WLE,OWC,wte,A
C21H24O17,WLE,OWC,upland,A
C21H24O17,WLE,OWC,transition,A
C21H24O17,WLE,OWC,wte,A
C25H24O14,WLE,OWC,upland,A
C25H24O14,WLE,OWC,transition,A
C25H24O14,WLE,OWC,wte,A
C25H24O14,WLE,OWC,wc,A
C25H24O14,WLE,OWC,upland,B
C25H24O14,WLE,OWC,transition,B
C24H24O13N2,WLE,OWC,transition,A
C24H24O13N2,WLE,OWC,wte,A
C25H30O6N2S1P2,WLE,OWC,upland,A
C22H28O16,WLE,OWC,upland,A
C26H28O13,WLE,OWC,upland,A
C26H28O13,WLE,OWC,transition,A
C26H28O13,WLE,OWC,wte,A
C26H28O13,WLE,OWC,wc,A
C26H28O13,WLE,OWC,upland,B
C26H28O13,WLE,OWC,transition,B
C27H32O12,WLE,OWC,upland,A
C27H32O12,WLE,OWC,transition,A
C27H32O12,WLE,OWC,wte,A
C27H32O12,WLE,OWC,wc,A
C27H32O12,WLE,OWC,upland,B
C27H32O12,WLE,OWC,transition,B
C28H36O11,WLE,OWC,upland,A
C28H36O11,WLE,OWC,transition,A
C28H36O11,WLE,OWC,wte,A
C28H36O11,WLE,OWC,wc,A
C28H36O11,WLE,OWC,upland,B
C28H36O11,WLE,OWC,transition,B
C29H40O10,WLE,OWC,upland,A
C29H40O10,WLE,OWC,transition,A
C29H40O10,WLE,OWC,wte,A
C29H40O10,WLE,OWC,wc,A
C29H40O10,WLE,OWC,upland,B
C30H44O9,WLE,OWC,wc,A
C23H19O15N1,WLE,OWC,upland,A
C23H19O15N1,WLE,OWC,transition,A
C23H19O15N1,WLE,OWC,wte,A
C24H23O14N1,WLE,OWC,upland,A
C24H23O14N1,WLE,OWC,transition,A
C24H23O14N1,WLE,OWC,wte,A
C24H23O14N1,WLE,OWC,wc,A
C24H23O14N1,WLE,OWC,transition,B
C25H27O13N1,WLE,OWC,upland,A
C25H27O13N1,WLE,OWC,transition,A
C25H27O13N1,WLE,OWC,wte,A
C25H27O13N1,WLE,OWC,wc,A
C26H31O12N1,WLE,OWC,transition,A
C26H31O12N1,WLE,OWC,wte,A
C26H31O12N1,WLE,OWC,wc,A
C27H35O11N1,WLE,OWC,wc,A
C28H39O10N1,WLE,OWC,wc,A
C22H14O17,WLE,OWC,upland,A
C22H14O17,WLE,OWC,transition,A
C22H14O17,WLE,OWC,wte,A
C26H14O14,WLE,OWC,upland,A
C26H14O14,WLE,OWC,transition,A
C26H14O14,WLE,OWC,wte,A
C23H18O16,WLE,OWC,upland,A
C23H18O16,WLE,OWC,transition,A
C23H18O16,WLE,OWC,wte,A
C23H18O16,WLE,OWC,wc,A
C23H18O16,WLE,OWC,upland,B
C23H18O16,WLE,OWC,transition,B
C27H18O13,WLE,OWC,wte,A
C24H22O15,WLE,OWC,upland,A
C24H22O15,WLE,OWC,transition,A
C24H22O15,WLE,OWC,wte,A
C24H22O15,WLE,OWC,wc,A
C24H22O15,WLE,OWC,upland,B
C24H22O15,WLE,OWC,transition,B
C23H22O14N2,WLE,OWC,transition,A
C23H22O14N2,WLE,OWC,wte,A
C25H26O14,WLE,OWC,upland,A
C25H26O14,WLE,OWC,transition,A
C25H26O14,WLE,OWC,wte,A
C25H26O14,WLE,OWC,wc,A
C25H26O14,WLE,OWC,upland,B
C25H26O14,WLE,OWC,transition,B
C24H26O13N2,WLE,OWC,wte,A
C25H32O6N2S1P2,WLE,OWC,upland,A
C25H32O6N2S1P2,WLE,OWC,transition,B
C26H30O13,WLE,OWC,upland,A
C26H30O13,WLE,OWC,transition,A
C26H30O13,WLE,OWC,wte,A
C26H30O13,WLE,OWC,wc,A
C26H30O13,WLE,OWC,upland,B
C26H30O13,WLE,OWC,transition,B
C27H34O12,WLE,OWC,upland,A
C27H34O12,WLE,OWC,transition,A
C27H34O12,WLE,OWC,wte,A
C27H34O12,WLE,OWC,wc,A
C27H34O12,WLE,OWC,upland,B
C27H34O12,WLE,OWC,transition,B
C28H38O11,WLE,OWC,upland,A
C28H38O11,WLE,OWC,transition,A
C28H38O11,WLE,OWC,wte,A
C28H38O11,WLE,OWC,wc,A
C28H38O11,WLE,OWC,upland,B
C28H38O11,WLE,OWC,transition,B
C29H42O10,WLE,OWC,upland,A
C29H42O10,WLE,OWC,transition,A
C29H42O10,WLE,OWC,wte,A
C29H42O10,WLE,OWC,wc,A
C22H17O16N1,WLE,OWC,upland,A
C22H17O16N1,WLE,OWC,transition,A
C22H17O16N1,WLE,OWC,wte,A
C26H17O13N1,WLE,OWC,wte,A
C23H21O15N1,WLE,OWC,upland,A
C23H21O15N1,WLE,OWC,transition,A
C23H21O15N1,WLE,OWC,wte,A
C25H29O13N1,WLE,OWC,transition,A
C25H29O13N1,WLE,OWC,wte,A
C25H29O13N1,WLE,OWC,wc,A
C26H33O12N1,WLE,OWC,upland,A
C26H33O12N1,WLE,OWC,transition,A
C26H33O12N1,WLE,OWC,wte,A
C26H33O12N1,WLE,OWC,wc,A
C27H37O11N1,WLE,OWC,wte,A
C27H37O11N1,WLE,OWC,wc,A
C28H41O10N1,WLE,OWC,wc,A
C25H12O15,WLE,OWC,upland,A
C25H12O15,WLE,OWC,transition,A
C25H12O15,WLE,OWC,wte,A
C22H16O17,WLE,OWC,upland,A
C22H16O17,WLE,OWC,transition,A
C22H16O17,WLE,OWC,wte,A
C26H16O14,WLE,OWC,upland,A
C26H16O14,WLE,OWC,transition,A
C26H16O14,WLE,OWC,wte,A
C26H16O14,WLE,OWC,wc,A
C23H20O16,WLE,OWC,upland,A
C23H20O16,WLE,OWC,transition,A
C23H20O16,WLE,OWC,wte,A
C23H20O16,WLE,OWC,wc,A
C23H20O16,WLE,OWC,upland,B
C23H20O16,WLE,OWC,transition,B
C27H20O13,WLE,OWC,upland,A
C27H20O13,WLE,OWC,transition,A
C27H20O13,WLE,OWC,wte,A
C27H20O13,WLE,OWC,wc,A
C24H24O15,WLE,OWC,upland,A
C24H24O15,WLE,OWC,transition,A
C24H24O15,WLE,OWC,wte,A
C24H24O15,WLE,OWC,wc,A
C24H24O15,WLE,OWC,upland,B
C24H24O15,WLE,OWC,transition,B
C25H28O14,WLE,OWC,upland,A
C25H28O14,WLE,OWC,transition,A
C25H28O14,WLE,OWC,wte,A
C25H28O14,WLE,OWC,wc,A
C25H28O14,WLE,OWC,upland,B
C25H28O14,WLE,OWC,transition,B
C26H32O13,WLE,OWC,upland,A
C26H32O13,WLE,OWC,transition,A
C26H32O13,WLE,OWC,wte,A
C26H32O13,WLE,OWC,wc,A
C26H32O13,WLE,OWC,upland,B
C26H32O13,WLE,OWC,transition,B
C25H15O14N1,WLE,OWC,transition,A
C25H15O14N1,WLE,OWC,wte,A
C22H19O16N1,WLE,OWC,upland,A
C22H19O16N1,WLE,OWC,transition,A
C22H19O16N1,WLE,OWC,wte,A
C26H35O12N1,WLE,OWC,upland,A
C26H35O12N1,WLE,OWC,transition,A
C26H35O12N1,WLE,OWC,wte,A
C26H35O12N1,WLE,OWC,wc,A
C27H39O11N1,WLE,OWC,transition,A
C27H39O11N1,WLE,OWC,wte,A
C27H39O11N1,WLE,OWC,wc,A
C28H43O10N1,WLE,OWC,wc,A
C25H14O15,WLE,OWC,upland,A
C25H14O15,WLE,OWC,transition,A
C25H14O15,WLE,OWC,wte,A
C22H18O17,WLE,OWC,upland,A
C22H18O17,WLE,OWC,transition,A
C22H18O17,WLE,OWC,wte,A
C22H18O17,WLE,OWC,upland,B
C22H18O17,WLE,OWC,transition,B
C26H18O14,WLE,OWC,upland,A
C26H18O14,WLE,OWC,transition,A
C26H18O14,WLE,OWC,wte,A
C26H18O14,WLE,OWC,wc,A
C26H18O14,WLE,OWC,transition,B
C23H22O16,WLE,OWC,upland,A
C23H22O16,WLE,OWC,transition,A
C23H22O16,WLE,OWC,wte,A
C23H22O16,WLE,OWC,wc,A
C23H22O16,WLE,OWC,upland,B
C23H22O16,WLE,OWC,transition,B
C27H22O13,WLE,OWC,upland,A
C27H22O13,WLE,OWC,transition,A
C27H22O13,WLE,OWC,wte,A
C27H22O13,WLE,OWC,wc,A
C24H26O15,WLE,OWC,upland,A
C24H26O15,WLE,OWC,transition,A
C24H26O15,WLE,OWC,wte,A
C24H26O15,WLE,OWC,wc,A
C24H26O15,WLE,OWC,upland,B
C24H26O15,WLE,OWC,transition,B
C28H26O12,WLE,OWC,upland,A
C28H26O12,WLE,OWC,transition,A
C28H26O12,WLE,OWC,wte,A
C28H26O12,WLE,OWC,wc,A
C25H30O14,WLE,OWC,upland,A
C25H30O14,WLE,OWC,transition,A
C25H30O14,WLE,OWC,wte,A
C25H30O14,WLE,OWC,wc,A
C25H30O14,WLE,OWC,upland,B
C25H30O14,WLE,OWC,transition,B
C29H30O11,WLE,OWC,wte,A
C27H39O10P1,WLE,OWC,upland,A
C27H39O10P1,WLE,OWC,transition,A
C27H39O10P1,WLE,OWC,wte,A
C27H39O10P1,WLE,OWC,wc,A
C27H39O10P1,WLE,OWC,upland,B
C28H43O9P1,WLE,OWC,upland,A
C28H43O9P1,WLE,OWC,transition,A
C28H43O9P1,WLE,OWC,wte,A
C28H43O9P1,WLE,OWC,wc,A
C29H47O8P1,WLE,OWC,transition,A
C29H47O8P1,WLE,OWC,wte,A
C29H47O8P1,WLE,OWC,wc,A
C22H21O16N1,WLE,OWC,upland,A
C22H21O16N1,WLE,OWC,transition,A
C22H21O16N1,WLE,OWC,wte,A
C26H21O13N1,WLE,OWC,transition,A
C26H21O13N1,WLE,OWC,wte,A
C26H21O13N1,WLE,OWC,wc,A
C23H25O15N1,WLE,OWC,transition,A
C23H25O15N1,WLE,OWC,wte,A
C24H12O16,WLE,OWC,upland,A
C24H12O16,WLE,OWC,transition,A
C24H12O16,WLE,OWC,wte,A
C21H16O18,WLE,OWC,upland,A
C21H16O18,WLE,OWC,transition,A
C25H16O15,WLE,OWC,upland,A
C25H16O15,WLE,OWC,transition,A
C25H16O15,WLE,OWC,wte,A
C25H16O15,WLE,OWC,wc,A
C25H16O15,WLE,OWC,transition,B
C22H20O17,WLE,OWC,upland,A
C22H20O17,WLE,OWC,transition,A
C22H20O17,WLE,OWC,wte,A
C22H20O17,WLE,OWC,upland,B
C22H20O17,WLE,OWC,transition,B
C26H20O14,WLE,OWC,upland,A
C26H20O14,WLE,OWC,transition,A
C26H20O14,WLE,OWC,wte,A
C26H20O14,WLE,OWC,wc,A
C26H20O14,WLE,OWC,upland,B
C26H20O14,WLE,OWC,transition,B
C25H20O13N2,WLE,OWC,transition,A
C25H20O13N2,WLE,OWC,wte,A
C23H24O16,WLE,OWC,upland,A
C23H24O16,WLE,OWC,transition,A
C23H24O16,WLE,OWC,wte,A
C23H24O16,WLE,OWC,wc,A
C23H24O16,WLE,OWC,upland,B
C23H24O16,WLE,OWC,transition,B
C27H24O13,WLE,OWC,upland,A
C27H24O13,WLE,OWC,transition,A
C27H24O13,WLE,OWC,wte,A
C27H24O13,WLE,OWC,wc,A
C27H30O5N2S1P2,WLE,OWC,upland,A
C27H30O5N2S1P2,WLE,OWC,transition,A
C27H30O5N2S1P2,WLE,OWC,wte,A
C27H30O5N2S1P2,WLE,OWC,wc,A
C27H30O5N2S1P2,WLE,OWC,transition,B
C24H28O15,WLE,OWC,upland,A
C24H28O15,WLE,OWC,transition,A
C24H28O15,WLE,OWC,wte,A
C24H28O15,WLE,OWC,wc,A
C24H28O15,WLE,OWC,upland,B
C24H28O15,WLE,OWC,transition,B
C28H28O12,WLE,OWC,upland,A
C28H28O12,WLE,OWC,transition,A
C28H28O12,WLE,OWC,wte,A
C28H28O12,WLE,OWC,wc,A
C36H28O6,WLE,OWC,wc,A
C29H32O11,WLE,OWC,upland,A
C29H32O11,WLE,OWC,transition,A
C29H32O11,WLE,OWC,wte,A
C29H32O11,WLE,OWC,wc,A
C37H32O5,WLE,OWC,wc,A
C30H36O10,WLE,OWC,wte,A
C27H41O10P1,WLE,OWC,upland,A
C27H41O10P1,WLE,OWC,transition,A
C27H41O10P1,WLE,OWC,wte,A
C27H41O10P1,WLE,OWC,wc,A
C38H36O4,WLE,OWC,wc,A
C28H45O9P1,WLE,OWC,upland,A
C28H45O9P1,WLE,OWC,transition,A
C28H45O9P1,WLE,OWC,wte,A
C28H45O9P1,WLE,OWC,wc,A
C29H49O8P1,WLE,OWC,wc,A
C24H15O15N1,WLE,OWC,upland,A
C24H15O15N1,WLE,OWC,transition,A
C24H15O15N1,WLE,OWC,wte,A
C25H19O14N1,WLE,OWC,upland,A
C25H19O14N1,WLE,OWC,transition,A
C25H19O14N1,WLE,OWC,wte,A
C25H19O14N1,WLE,OWC,wc,A
C27H27O12N1,WLE,OWC,wte,A
C24H14O16,WLE,OWC,upland,A
C24H14O16,WLE,OWC,transition,A
C24H14O16,WLE,OWC,wte,A
C21H18O18,WLE,OWC,upland,A
C21H18O18,WLE,OWC,transition,A
C21H18O18,WLE,OWC,wte,A
C25H18O15,WLE,OWC,upland,A
C25H18O15,WLE,OWC,transition,A
C25H18O15,WLE,OWC,wte,A
C25H18O15,WLE,OWC,wc,A
C25H18O15,WLE,OWC,upland,B
C25H18O15,WLE,OWC,transition,B
C22H22O17,WLE,OWC,upland,A
C22H22O17,WLE,OWC,transition,A
C22H22O17,WLE,OWC,wte,A
C22H22O17,WLE,OWC,upland,B
C22H22O17,WLE,OWC,transition,B
C26H22O14,WLE,OWC,upland,A
C26H22O14,WLE,OWC,transition,A
C26H22O14,WLE,OWC,wte,A
C26H22O14,WLE,OWC,wc,A
C26H22O14,WLE,OWC,upland,B
C26H22O14,WLE,OWC,transition,B
C23H26O16,WLE,OWC,upland,A
C23H26O16,WLE,OWC,transition,A
C23H26O16,WLE,OWC,wte,A
C23H26O16,WLE,OWC,wc,A
C23H26O16,WLE,OWC,upland,B
C23H26O16,WLE,OWC,transition,B
C27H26O13,WLE,OWC,upland,A
C27H26O13,WLE,OWC,transition,A
C27H26O13,WLE,OWC,wte,A
C27H26O13,WLE,OWC,wc,A
C27H26O13,WLE,OWC,upland,B
C27H26O13,WLE,OWC,transition,B
C24H30O15,WLE,OWC,upland,A
C24H30O15,WLE,OWC,transition,A
C24H30O15,WLE,OWC,wte,A
C24H30O15,WLE,OWC,wc,A
C24H30O15,WLE,OWC,upland,B
C24H30O15,WLE,OWC,transition,B
C35H26O7,WLE,OWC,wc,A
C28H30O12,WLE,OWC,upland,A
C28H30O12,WLE,OWC,transition,A
C28H30O12,WLE,OWC,wte,A
C28H30O12,WLE,OWC,wc,A
C28H30O12,WLE,OWC,upland,B
C28H30O12,WLE,OWC,transition,B
C29H34O11,WLE,OWC,upland,A
C29H34O11,WLE,OWC,transition,A
C29H34O11,WLE,OWC,wte,A
C29H34O11,WLE,OWC,wc,A
C29H34O11,WLE,OWC,upland,B
C30H38O10,WLE,OWC,upland,A
C30H38O10,WLE,OWC,transition,A
C30H38O10,WLE,OWC,wte,A
C30H38O10,WLE,OWC,wc,A
C24H17O15N1,WLE,OWC,upland,A
C24H17O15N1,WLE,OWC,transition,A
C24H17O15N1,WLE,OWC,wte,A
C27H29O12N1,WLE,OWC,wte,A
C23H12O17,WLE,OWC,upland,A
C24H16O16,WLE,OWC,upland,A
C24H16O16,WLE,OWC,transition,A
C24H16O16,WLE,OWC,wte,A
C24H16O16,WLE,OWC,wc,A
C24H16O16,WLE,OWC,upland,B
C24H16O16,WLE,OWC,transition,B
C21H20O18,WLE,OWC,upland,A
C21H20O18,WLE,OWC,transition,A
C21H20O18,WLE,OWC,wte,A
C25H20O15,WLE,OWC,upland,A
C25H20O15,WLE,OWC,transition,A
C25H20O15,WLE,OWC,wte,A
C25H20O15,WLE,OWC,wc,A
C25H20O15,WLE,OWC,upland,B
C25H20O15,WLE,OWC,transition,B
C24H20O14N2,WLE,OWC,transition,A
C24H20O14N2,WLE,OWC,wte,A
C22H24O17,WLE,OWC,upland,A
C22H24O17,WLE,OWC,transition,A
C22H24O17,WLE,OWC,wte,A
C22H24O17,WLE,OWC,upland,B
C22H24O17,WLE,OWC,transition,B
C26H24O14,WLE,OWC,upland,A
C26H24O14,WLE,OWC,transition,A
C26H24O14,WLE,OWC,wte,A
C26H24O14,WLE,OWC,wc,A
C26H24O14,WLE,OWC,upland,B
C26H24O14,WLE,OWC,transition,B
C23H28O16,WLE,OWC,upland,A
C23H28O16,WLE,OWC,transition,A
C23H28O16,WLE,OWC,wte,A
C23H28O16,WLE,OWC,upland,B
C23H28O16,WLE,OWC,transition,B
C27H28O13,WLE,OWC,upland,A
C27H28O13,WLE,OWC,transition,A
C27H28O13,WLE,OWC,wte,A
C27H28O13,WLE,OWC,wc,A
C27H28O13,WLE,OWC,upland,B
C27H28O13,WLE,OWC,transition,B
C35H28O7,WLE,OWC,wc,A
C28H32O12,WLE,OWC,upland,A
C28H32O12,WLE,OWC,transition,A
C28H32O12,WLE,OWC,wte,A
C28H32O12,WLE,OWC,wc,A
C28H32O12,WLE,OWC,upland,B
C28H32O12,WLE,OWC,transition,B
C29H36O11,WLE,OWC,upland,A
C29H36O11,WLE,OWC,transition,A
C29H36O11,WLE,OWC,wte,A
C29H36O11,WLE,OWC,wc,A
C29H36O11,WLE,OWC,upland,B
C29H36O11,WLE,OWC,transition,B
C30H40O10,WLE,OWC,upland,A
C30H40O10,WLE,OWC,transition,A
C30H40O10,WLE,OWC,wte,A
C30H40O10,WLE,OWC,wc,A
C23H15O16N1,WLE,OWC,upland,A
C23H15O16N1,WLE,OWC,transition,A
C23H15O16N1,WLE,OWC,wte,A
C24H19O15N1,WLE,OWC,upland,A
C24H19O15N1,WLE,OWC,transition,A
C24H19O15N1,WLE,OWC,wte,A
C27H31O12N1,WLE,OWC,wc,A
C23H14O17,WLE,OWC,upland,A
C23H14O17,WLE,OWC,transition,A
C23H14O17,WLE,OWC,wte,A
C24H18O16,WLE,OWC,upland,A
C24H18O16,WLE,OWC,transition,A
C24H18O16,WLE,OWC,wte,A
C24H18O16,WLE,OWC,wc,A
C24H18O16,WLE,OWC,upland,B
C24H18O16,WLE,OWC,transition,B
C21H22O18,WLE,OWC,upland,A
C21H22O18,WLE,OWC,transition,A
C25H22O15,WLE,OWC,upland,A
C25H22O15,WLE,OWC,transition,A
C25H22O15,WLE,OWC,wte,A
C25H22O15,WLE,OWC,wc,A
C25H22O15,WLE,OWC,upland,B
C25H22O15,WLE,OWC,transition,B
C24H22O14N2,WLE,OWC,upland,A
C24H22O14N2,WLE,OWC,transition,A
C24H22O14N2,WLE,OWC,wte,A
C22H26O17,WLE,OWC,upland,A
C22H26O17,WLE,OWC,transition,A
C22H26O17,WLE,OWC,wte,A
C26H26O14,WLE,OWC,upland,A
C26H26O14,WLE,OWC,transition,A
C26H26O14,WLE,OWC,wte,A
C26H26O14,WLE,OWC,wc,A
C26H26O14,WLE,OWC,upland,B
C26H26O14,WLE,OWC,transition,B
C25H26O13N2,WLE,OWC,wte,A
C23H31O14P1,WLE,OWC,upland,A
C23H31O14P1,WLE,OWC,wc,A
C23H31O14P1,WLE,OWC,upland,B
C23H31O14P1,WLE,OWC,transition,B
C23H30O16,WLE,OWC,upland,A
C27H30O13,WLE,OWC,upland,A
C27H30O13,WLE,OWC,transition,A
C27H30O13,WLE,OWC,wte,A
C27H30O13,WLE,OWC,wc,A
C27H30O13,WLE,OWC,upland,B
C27H30O13,WLE,OWC,transition,B
C28H35O10P1,WLE,OWC,wc,A
C29H38O11,WLE,OWC,upland,A
C29H38O11,WLE,OWC,transition,A
C29H38O11,WLE,OWC,wte,A
C29H38O11,WLE,OWC,wc,A
C29H38O11,WLE,OWC,upland,B
C29H38O11,WLE,OWC,transition,B
C30H42O10,WLE,OWC,upland,A
C30H42O10,WLE,OWC,transition,A
C30H42O10,WLE,OWC,wte,A
C30H42O10,WLE,OWC,wc,A
C32H66O5S1,WLE,OWC,wte,A
C32H66O5S1,WLE,OWC,wc,A
C23H17O16N1,WLE,OWC,upland,A
C23H17O16N1,WLE,OWC,transition,A
C23H17O16N1,WLE,OWC,wte,A
C24H21O15N1,WLE,OWC,upland,A
C24H21O15N1,WLE,OWC,transition,A
C24H21O15N1,WLE,OWC,wte,A
C18H31O13N1S1P2,WLE,OWC,upland,A
C18H31O13N1S1P2,WLE,OWC,transition,A
C18H31O13N1S1P2,WLE,OWC,wte,A
C25H25O14N1,WLE,OWC,upland,A
C25H25O14N1,WLE,OWC,transition,A
C25H25O14N1,WLE,OWC,wte,A
C25H25O14N1,WLE,OWC,wc,A
C19H35O12N1S1P2,WLE,OWC,upland,A
C19H35O12N1S1P2,WLE,OWC,transition,A
C19H35O12N1S1P2,WLE,OWC,wte,A
C26H29O13N1,WLE,OWC,upland,A
C26H29O13N1,WLE,OWC,transition,A
C26H29O13N1,WLE,OWC,wte,A
C26H29O13N1,WLE,OWC,wc,A
C20H39O11N1S1P2,WLE,OWC,upland,A
C20H39O11N1S1P2,WLE,OWC,transition,A
C20H39O11N1S1P2,WLE,OWC,wte,A
C20H39O11N1S1P2,WLE,OWC,upland,B
C27H33O12N1,WLE,OWC,wte,A
C27H33O12N1,WLE,OWC,wc,A
C21H43O10N1S1P2,WLE,OWC,upland,A
C21H43O10N1S1P2,WLE,OWC,transition,A
C21H43O10N1S1P2,WLE,OWC,wte,A
C21H43O10N1S1P2,WLE,OWC,wc,A
C23H16O17,WLE,OWC,upland,A
C23H16O17,WLE,OWC,transition,A
C23H16O17,WLE,OWC,wte,A
C23H16O17,WLE,OWC,transition,B
C27H16O14,WLE,OWC,upland,A
C27H16O14,WLE,OWC,transition,A
C27H16O14,WLE,OWC,wte,A
C24H20O16,WLE,OWC,upland,A
C24H20O16,WLE,OWC,transition,A
C24H20O16,WLE,OWC,wte,A
C24H20O16,WLE,OWC,wc,A
C24H20O16,WLE,OWC,upland,B
C24H20O16,WLE,OWC,transition,B
C21H24O18,WLE,OWC,upland,A
C25H24O15,WLE,OWC,upland,A
C25H24O15,WLE,OWC,transition,A
C25H24O15,WLE,OWC,wte,A
C25H24O15,WLE,OWC,wc,A
C25H24O15,WLE,OWC,upland,B
C25H24O15,WLE,OWC,transition,B
C24H24O14N2,WLE,OWC,transition,A
C24H24O14N2,WLE,OWC,wte,A
C26H28O14,WLE,OWC,upland,A
C26H28O14,WLE,OWC,transition,A
C26H28O14,WLE,OWC,wte,A
C26H28O14,WLE,OWC,wc,A
C26H28O14,WLE,OWC,upland,B
C26H28O14,WLE,OWC,transition,B
C27H32O13,WLE,OWC,upland,A
C27H32O13,WLE,OWC,transition,A
C27H32O13,WLE,OWC,wte,A
C27H32O13,WLE,OWC,wc,A
C27H32O13,WLE,OWC,upland,B
C27H32O13,WLE,OWC,transition,B
C28H37O10P1,WLE,OWC,upland,A
C28H37O10P1,WLE,OWC,transition,A
C28H37O10P1,WLE,OWC,wte,A
C28H37O10P1,WLE,OWC,wc,A
C28H36O12,WLE,OWC,upland,A
C28H36O12,WLE,OWC,transition,A
C28H36O12,WLE,OWC,wte,A
C28H36O12,WLE,OWC,wc,A
C28H36O12,WLE,OWC,upland,B
C28H36O12,WLE,OWC,transition,B
